name,type_of_food,address,city,outcode,postcode,URL,rating
Balti House & Mocktail Bar,Curry,42 Bondgate,Otley,LS21,1AD,http://www.just-eat.co.uk/restaurants-balti-house-and-mocktail-bar-otley/menu,4
Balti House Indian Takeaway,Curry,36 Windrush Road,Hampshire,SO16,9DD,http://www.just-eat.co.uk/restaurants-baltihouse-so16/menu,4
Balti House Restaurant,Curry,Brooks Building,Keighley,BD21,2AT,http://www.just-eat.co.uk/restaurants-baltihouse-bd21/menu,5
Balti Hut,Curry,2-4 High Street,Northamptonshire,NN14,4JH,http://www.just-eat.co.uk/restaurants-baltihut-nn14/menu,4
Balti Hut,Curry,2-4 High Street,Northamptonshire,NN14,4JH,http://www.just-eat.co.uk/restaurants-baltihut-nn14/menu,4
Balti Hut,Curry,87 New Road,Birmingham,B45,9JR,http://www.just-eat.co.uk/restaurants-BaltiHutB45/menu,5
Balti Hut,Curry,712 Chester Road,Birmingham,B23,5TE,http://www.just-eat.co.uk/restaurants-baltihut-b23/menu,5
Balti Hut,Curry,259 Highters Heath Lane,Birmingham,B14,4NX,http://www.just-eat.co.uk/restaurants-baltihut-b14/menu,5
Balti Hut,Curry,319 Wigan Road,Leigh,WN7,5EL,http://www.just-eat.co.uk/restaurants-baltimiah-wn7/menu,5
Balti Hut,Curry,136 Cheltenham Road,Gloucestershire,GL2,0LY,http://www.just-eat.co.uk/restaurants-baltihut-gl2/menu,5
Balti Hut,Curry,319 Wigan Road,Leigh,WN7,5EL,http://www.just-eat.co.uk/restaurants-baltimiah-wn7/menu,5
Balti Hut,Curry,71 Rudyerd Street,NorthShields,NE29,6RR,http://www.just-eat.co.uk/restaurants-balti-hut-ne29/menu,5
Balti Hut,Curry,72 Queens Road,Hastings,TN34,1RL,http://www.just-eat.co.uk/restaurants-balti-hut-tn34/menu,5
Balti Hut,Curry,319 Wigan Road,Leigh,WN7,5EL,http://www.just-eat.co.uk/restaurants-baltimiah-wn7/menu,5
Balti Hut,Curry,319 Wigan Road,Leigh,WN7,5EL,http://www.just-eat.co.uk/restaurants-baltimiah-wn7/menu,5
Balti Hut,Curry,12 The Boulevard,Newcastle-Upon-Tyne,NE12,8GA,http://www.just-eat.co.uk/restaurants-baltihut-ne12/menu,5
Balti Hut,Curry,213 Canal Lane,Stanley,WF3,4EA,http://www.just-eat.co.uk/restaurants-baltihut-wf3/menu,5
Balti Hut,Curry,7 Fitzwilliam Street,Peterborough,PE1,2RU,http://www.just-eat.co.uk/restaurants-balti-hut-pe1/menu,5
Balti Hut,Curry,Unit 2 Manor Road,Maltby,S66,7EG,http://www.just-eat.co.uk/restaurants-baltihut-s66/menu,5
Balti Hut,Curry,213 Canal Lane,Stanley,WF3,4EA,http://www.just-eat.co.uk/restaurants-baltihut-wf3/menu,5
Balti Hut,Curry,12 Pilkington Buildings,Middlesborough,TS5,6DY,http://www.just-eat.co.uk/restaurants-baltihut-ts5/menu,5
Balti Hut Restaurant & Takeaway,Curry,1544 Pershor Road,Birmingham,B30,2NW,http://www.just-eat.co.uk/restaurants-baltihut-b30/menu,4
Balti Hut Restaurant & Takeaway,Curry,135 Common Road,Wolverhampton,WV5,0LP,http://www.just-eat.co.uk/restaurants-balti-hut-restaurant-and-takeaway-wolverhampton/menu,5
Balti International,Curry,266-268 Uttoxeter New Road,Derby,DE22,3LL,http://www.just-eat.co.uk/restaurants-baltiinternational/menu,5
Balti King,Curry,28 Market Street,Ely,CB7,4LS,http://www.just-eat.co.uk/restaurants-balti-king-cb7/menu,4
Balti King,Curry,107 Woodville Road,Cardiff,CF24,4DY,http://www.just-eat.co.uk/restaurants-balti-king-cf24/menu,4
Balti King,Curry,32 Bristol Road,Gloucester,GL1,5SD,http://www.just-eat.co.uk/restaurants-baltiking/menu,4
Balti King,Curry,69 Raglan Road,Leeds,LS2,9DZ,http://www.just-eat.co.uk/restaurants-the-balti-king-ls2/menu,4
Balti King,Curry,7 Rectory Row,Bracknell,RG12,7BN,http://www.just-eat.co.uk/restaurants-baltiking-rg12/menu,4
Balti King,Curry,216 Fulwood Road,Sheffield,S10,3BB,http://www.just-eat.co.uk/restaurants-balti-king-sheffield/menu,4
Balti King,Curry,216 Fulwood Road,Sheffield,S10,3BB,http://www.just-eat.co.uk/restaurants-balti-king-sheffield/menu,4
Balti King,Curry,38 Yorkshire Street,Lancashire,BB11,3BN,http://www.just-eat.co.uk/restaurants-baltiking-bb11/menu,5
Balti King,Curry,4 Newtons Court,Huntingdon,PE29,3NQ,http://www.just-eat.co.uk/restaurants-the-balti-king/menu,5
Balti King,Curry,4 Newtons Court,Huntingdon,PE29,3NQ,http://www.just-eat.co.uk/restaurants-the-balti-king/menu,5
Balti King,Curry,82 Owen Street,Tipton,DY4,8EX,http://www.just-eat.co.uk/restaurants-baltiking-dy4/menu,5
Balti King,Curry,82 Owen Street,Tipton,DY4,8EX,http://www.just-eat.co.uk/restaurants-baltiking-dy4/menu,5
Balti King Indian Takeaway,Curry,29 High Street,IsleofWight,PO33,4PF,http://www.just-eat.co.uk/restaurants-baltikingindian-po33/menu,4
Balti Kitchen,Curry,63 Falcon Road,London,SW11,2PG,http://www.just-eat.co.uk/restaurants-baltikitchen-sw11/menu,5
Balti Lodge,Curry,15 Churchill Parade,Birmingham,B75,7LD,http://www.just-eat.co.uk/restaurants-baltilodge-b75/menu,5
Balti Lounge,Curry,51 Mottingham Road,London,SE9,4QZ,http://www.just-eat.co.uk/restaurants-baltilounge-se9/menu,5
Balti Lounge,Curry,51 Mottingham Road,London,SE9,4QZ,http://www.just-eat.co.uk/restaurants-baltilounge-se9/menu,5
Balti Mahal,Curry,Unit 14 Norris Way,SuttonColdfield,B75,7BB,http://www.just-eat.co.uk/restaurants-baltimahalb75/menu,5
Balti Mahal,Curry,37 Astwood Road,Worcester,WR3,8ER,http://www.just-eat.co.uk/restaurants-baltimahal-wr3/menu,5
Balti Masala,Curry,40 Ormskirk,StHelens,WA10,2TF,http://www.just-eat.co.uk/restaurants-baltimasala/menu,5
Balti Massala,Curry,130 Warbreck Moor,Liverpool,L9,0HY,http://www.just-eat.co.uk/restaurants-balti-massala-l9/menu,5
Balti Master,Curry,4 Neville Street,Cardiff,CF11,6LR,http://www.just-eat.co.uk/restaurants-balti-master/menu,5
Balti Night,Curry,25 Parliament Road,Middlesborough,TS1,4JP,http://www.just-eat.co.uk/restaurants-baltinight-ts1/menu,3
Balti Night,Curry,15 Manor Street,Braintree,CM7,3HW,http://www.just-eat.co.uk/restaurants-balti-night/menu,5
Balti Night,Curry,15 Manor Street,Braintree,CM7,3HW,http://www.just-eat.co.uk/restaurants-balti-night/menu,5
Balti Nights,Curry,8 Main Street,Nottinghamshire,NG20,8AW,http://www.just-eat.co.uk/restaurants-baltinights-ng20/menu,4
Balti Nights,Curry,8 Main Street,Nottinghamshire,NG20,8AW,http://www.just-eat.co.uk/restaurants-baltinights-ng20/menu,4
Balti Nights,Curry,32 Wellington Street,Luton,LU1,2QH,http://www.just-eat.co.uk/restaurants-baltinights-lu1/menu,5
Balti Nights,Curry,33 High street,WALSALL,WS9,8LX,http://www.just-eat.co.uk/restaurants-balti-nights-aldridge/menu,5
Balti Nites,Curry,244 Wheel Wright Road,Birmingham,B24,8EH,http://www.just-eat.co.uk/restaurants-baltinites/menu,5
Balti Palace,Curry,1-2 Market Place,Wednesbury,WS10,7AG,http://www.just-eat.co.uk/restaurants-baltipalace-ws10/menu,5
Balti Palace,Curry,1-2 Market Place,Wednesbury,WS10,7AG,http://www.just-eat.co.uk/restaurants-baltipalace-ws10/menu,5
Balti Palace,Curry,1-2 Market Place,Wednesbury,WS10,7AG,http://www.just-eat.co.uk/restaurants-baltipalace-ws10/menu,5
Balti Palace,Curry,Doncaster Road,Denby,DN12,4DG,http://www.just-eat.co.uk/restaurants-baltipalace-dn12/menu,5
Balti Pickles,Curry,176 Lincoln Road North,Birmingham,B27,6RP,http://www.just-eat.co.uk/restaurants-balti-pickles-birmingham/menu,0
Balti Queen,Curry,136 Bromford Drive,Birmingham,B36,8TY,http://www.just-eat.co.uk/restaurants-Balti-Queen-B36/menu,5
Balti Raj,Curry,98 Gloucester Road,Bristol,BS11,9AQ,http://www.just-eat.co.uk/restaurants-baltiraj-bs11/menu,4
Balti Raj,Curry,1604 Coventry Road,Birmingham,B26,1AL,http://www.just-eat.co.uk/restaurants-baltiraj-b26/menu,5
Balti Raj,Curry,92 Short Street,Burton-On-Trent,DE15,9LT,http://www.just-eat.co.uk/restaurants-balti-raj-de15/menu,5
Balti Spice,Curry,5 Empire Buildings,Durham,DH1,2JL,http://www.just-eat.co.uk/restaurants-balti-spice-dh1/menu,5
Balti Spice,Curry,458 Castle Lane West,Bournemouth,BH8,9UA,http://www.just-eat.co.uk/restaurants-balti-spice-bournemouth/menu,5
Balti Spice,Curry,21-23 Church Street,Manchester,M26,2SP,http://www.just-eat.co.uk/restaurants-baltispice-m26/menu,5
Balti Spice Club,Curry,48 Aldersgate Street,London,SE22,0RR,http://www.just-eat.co.uk/restaurants-baltispiceclub/menu,5
Balti Spice Club,Curry,48 Aldersgate Street 6,London,SE22,0RR,http://www.just-eat.co.uk/restaurants-baltispiceclub/menu,5
Balti Tower,Curry,81-82 Station Street,BurtononTrent,DE14,1BT,http://www.just-eat.co.uk/restaurants-baltitower-de14/menu,5
Balti Towers,Curry,85 Long Lane Halesowen,Birmingham,B62,9DJ,http://www.just-eat.co.uk/restaurants-baltitowers-b62/menu,5
Balti Towers,Curry,85 Long Lane Halesowen,Birmingham,B62,9DJ,http://www.just-eat.co.uk/restaurants-baltitowers-b62/menu,5
Balti Village,Curry,93 Lower Luton Road,Harpenden,AL5,5AJ,http://www.just-eat.co.uk/restaurants-balti-village/menu,5
Baltic Curries,Curry,163 Brier Cliff Road,Burnley,BB10,1UY,http://www.just-eat.co.uk/restaurants-balticcurries-bb10/menu,5
Baltilicious,Curry,215 Halesowen Road Old Hill,Birmingham,B64,6HE,http://www.just-eat.co.uk/restaurants-baltilicious-cradley-heath/menu,5
Baltilicious,Curry,215 Halesowen Road Old Hill,Birmingham,B64,6HE,http://www.just-eat.co.uk/restaurants-baltilicious-cradley-heath/menu,5
Baltistan Restaurant,Curry,317 Hitchin Road,Luton,LU2,7SL,http://www.just-eat.co.uk/restaurants-baltistan-lu2/menu,5
Banana Leaf South Indian,Curry,76B Old Dumbarton Road,Glasgow,G3,8RE,http://www.just-eat.co.uk/restaurants-banana-leaf-g3/menu,4
Banana Leaf South Indian,Curry,76B Old Dumbarton Road,Glasgow,G3,8RE,http://www.just-eat.co.uk/restaurants-banana-leaf-g3/menu,4
Bangalore Brasserie,Curry,1 Brecknock Road,Holloway,N7,0BL,http://www.just-eat.co.uk/restaurants-bangalorebrasserien7/menu,5
Bangalore Brasserie,Curry,1 Brecknock Road,Holloway,N7,0BL,http://www.just-eat.co.uk/restaurants-bangalorebrasserien7/menu,5
Bangalore Indian Restaurant,Curry,75 High Street,Yarm,TS15,9BH,http://www.just-eat.co.uk/restaurants-Bangalore-TS15/menu,5
Bangla City,Curry,Grafton Street,Hyde,SK14,2AX,http://www.just-eat.co.uk/restaurants-bangla-city/menu,5
Bangla City,Curry,Grafton Street,Hyde,SK14,2AX,http://www.just-eat.co.uk/restaurants-bangla-city/menu,5
Bangla Cottage,Curry,481 Langsett Road,Sheffield,S6,2LN,http://www.just-eat.co.uk/restaurants-banglacottage-s6/menu,4
Bangla Kitchen,Curry,67-69 Main Street,Edinburgh,EH4,5AD,http://www.just-eat.co.uk/restaurants-banglakitchen-eh4/menu,4
Bangla Kitchen,Curry,294 Wigan Road,Bolton,BL3,5QT,http://www.just-eat.co.uk/restaurants-banglakitchen-bl3/menu,5
Bangla Kitchen,Curry,49 Crabtree Road,Oxford,OX2,9DU,http://www.just-eat.co.uk/restaurants-banglakitchen-ox2/menu,5
Bangla Lodge,Curry,77 Main Street Cosby,Leciester,LE9,1UW,http://www.just-eat.co.uk/restaurants-banglalodge-le9/menu,5
Bangla Lounge,Curry,91 Trinity Lane,Hinckley,LE10,0BJ,http://www.just-eat.co.uk/restaurants-banglalounge-le10/menu,4
Bangla Lounge,Curry,27A West Street,Leominster,HR6,8EP,http://www.just-eat.co.uk/restaurants-banglalounge-hr6/menu,5
Bangla Lounge (Halesowen),Curry,67-69 High Street,Halesowen,B63,3BQ,http://www.just-eat.co.uk/restaurants-banglalounge-b63/menu,5
Bangla Lounge (Halesowen),Curry,67-69 High Street,Halesowen,B63,3BQ,http://www.just-eat.co.uk/restaurants-banglalounge-b63/menu,5
Bangla Lounge (Harborne),Curry,152A High Street,WestMidlands,B17,9PN,http://www.just-eat.co.uk/restaurants-bangla-lounge-harborne-birmingham/menu,3
Bangla Lounge (Stratford road),Curry,1347 Stratford Road,WestMidlands,B28,9HW,http://www.just-eat.co.uk/restaurants-banglalounge-b28/menu,5
Bangla Lounge Cheswick Green,Curry,18 Cheswick Way Cheswick Green,Solihull,B90,4JA,http://www.just-eat.co.uk/restaurants-banglalounge-b90/menu,5
Bangla Pride,Curry,69 Market Street,Telford,TF2,6EA,http://www.just-eat.co.uk/restaurants-banglapride-tf2/menu,4
Bangla Spice,Curry,188 Ocean Road,TyneAndwear,NE33,2JQ,http://www.just-eat.co.uk/restaurants-banglaspice-ne33/menu,5
Bangla Spice,Curry,188 Ocean Road,TyneAndwear,NE33,2JQ,http://www.just-eat.co.uk/restaurants-banglaspice-ne33/menu,5
Banophool Restaurant,Curry,116-118 New Road,Rubery,B45,9HY,http://www.just-eat.co.uk/restaurants-banophoolrestaurant-b45/menu,5
Banstead Tandoori,Curry,6 High Street,Surrey,SM7,2LJ,http://www.just-eat.co.uk/restaurants-bansteadrandoori-sm7/menu,3
Banu Indian,Curry,353 Hagley Road,WestMidlands,B17,8DL,http://www.just-eat.co.uk/restaurants-banuindian-b17/menu,5
Bar B Q 2 Night,Curry,139 Leeds Road,Nelson,BB9,9XG,http://www.just-eat.co.uk/restaurants-barbq2night-bb9/menu,5
Bar B.Q. Tonight,Curry,110-112 Coldharbour Lane,Hayes,UB3,3HA,http://www.just-eat.co.uk/restaurants-bar-bq-tonight-hayes/menu,4
Bar BQ To Delight,Curry,164 Strathmartine Road,Dundee,DD3,8DQ,http://www.just-eat.co.uk/restaurants-Bar-BQ-To-Delight-DD3/menu,4
Barakah,Curry,299 Sydenham Road,Sydenham,SE26,5EW,http://www.just-eat.co.uk/restaurants-barakah/menu,5
Barakah,Curry,56-58 Bridge Street,Derbyshire,DE56,1AZ,http://www.just-eat.co.uk/restaurants-barakah-de56/menu,5
Barakah,Curry,299 Sydenham Road,Sydenham,SE26,5EW,http://www.just-eat.co.uk/restaurants-barakah/menu,5
Baranda Restaurant,Curry,48-50 Peach Street,Wokingham,RG40,1XG,http://www.just-eat.co.uk/restaurants-baranda-rg40/menu,5
Barbeque Kings,Curry,4 Lomond Drive,Dumbarton,G82,3AS,http://www.just-eat.co.uk/restaurants-barbequeking-g82/menu,5
Barbican Express Indian,Curry,131 Whitecross Street,London,EC1Y,8JL,http://www.just-eat.co.uk/restaurants-barbicanexpress/menu,4
Barbican Tandoori,Curry,55 Aldersgate Street,London,EC1A,4LA,http://www.just-eat.co.uk/restaurants-barbicantandoori-ec1a/menu,5
Barbican Tandoori,Curry,55 Aldersgate Street,London,EC1A,4LA,http://www.just-eat.co.uk/restaurants-barbicantandoori-ec1a/menu,5
Barlick Raj Balti,Curry,5-7 Station Road,Barnoldswick,BB18,5NA,http://www.just-eat.co.uk/restaurants-barlickrajbalti-bb18/menu,5
Barlick Raj Balti,Curry,5-7 Station Road,Barnoldswick,BB18,5NA,http://www.just-eat.co.uk/restaurants-barlickrajbalti-bb18/menu,5
Barry's Top Chef,Curry,15a Curzon St. Derby,Derby,DE1,1LH,http://www.just-eat.co.uk/restaurants-barrystopchef-de1/menu,4
Barton Pizza & Balti Hut,Curry,70 Oak Road,BurtonOnTrent,DE13,8LS,http://www.just-eat.co.uk/restaurants-bartonpizzaandbaltihut-de13/menu,5
Barton Pizza & Balti Hut,Curry,70 Oak Road,BurtonOnTrent,DE13,8LS,http://www.just-eat.co.uk/restaurants-bartonpizzaandbaltihut-de13/menu,5
Bas Bar Authentic Indian Grill & Bar,Curry,14 Cliffe Road,Kent,ME2,3DS,http://www.just-eat.co.uk/restaurants-basbar-me2/menu,5
Bashundora,Curry,The Guildhall,SuttonColdfield,B74,2NJ,http://www.just-eat.co.uk/restaurants-bashundora/menu,5
Basil Spice Indian Restaurant & Takeaway,Curry,2 Adam Business Centre Cranes Farm Road,Basildon,SS14,3JF,http://www.just-eat.co.uk/restaurants-basilspice-ss14/menu,5
Basmati At The Railway Station Nantwich,Curry,Pilory Street,Nantwich,CW5,5SS,http://www.just-eat.co.uk/restaurants-basmati-cw5/menu,5
Basmati Indian Cuisine,Curry,78 Broad Street,Cambridge,CB7,4BE,http://www.just-eat.co.uk/restaurants-basmastiindiancuisine-cb7/menu,4
Basmati Restaurant,Curry,230 Birmingham Road,WestMidlands,B43,7AG,http://www.just-eat.co.uk/restaurants-basmatirestaurant-b43/menu,5
Basmati Restaurant,Curry,230 Birmingham Road,WestMidlands,B43,7AG,http://www.just-eat.co.uk/restaurants-basmatirestaurant-b43/menu,5
Basmati Tandoori,Curry,23 High Road,Byfleet,KT14,7QH,http://www.just-eat.co.uk/restaurants-basmatitandoori-kt14/menu,5
Bastwell Curry Centre,Curry,110 Whalley New Road Lancashire,Blackburn,BB1,6LD,http://www.just-eat.co.uk/restaurants-bastwellcurrycentre-bb1/menu,5
Bastwell Curry Centre,Curry,110 Whalley New Road Lancashire,Blackburn,BB1,6LD,http://www.just-eat.co.uk/restaurants-bastwellcurrycentre-bb1/menu,5
Batchley Spice,Curry,65 Poplar Road,Redditch,B97,6NY,http://www.just-eat.co.uk/restaurants-batchleyspice-b97/menu,5
Bay Horse,Curry,187 Bradford Road,Wakefield,WF1,2AT,http://www.just-eat.co.uk/restaurants-bayhorse-wf1/menu,5
Bay Leaf,Curry,90 Uphall Station Road Pumpherston,WestLothian,EH53,0LW,http://www.just-eat.co.uk/restaurants-bayleaf-eh53/menu,5
Bay Leaf,Curry,13 Faringdon Road,Swindon,SN1,5AR,http://www.just-eat.co.uk/restaurants-bayleaf-sn1/menu,5
Bay Leaf,Curry,441 Brays Road,Birmingham,B26,2RR,http://www.just-eat.co.uk/restaurants-bayleaf-b26/menu,5
Bay Leaf Bistro & Takeaway,Curry,3-5 Rannoch Drive,Bearsden,G61,2JW,http://www.just-eat.co.uk/restaurants-bayleafbistro-g61/menu,5
Bay Of Bengal,Curry,3 Regents Way,Dunfermline,KY11,9UY,http://www.just-eat.co.uk/restaurants-bayofbengal-ky11/menu,5
Bay of Bengal,Curry,26 Bradshaw Road,Holmfirth,HD9,6DT,http://www.just-eat.co.uk/restaurants-bay-of-bengal-holmfirth-upperthong/menu,5
Bay of Bengal,Curry,324 Nacton Road,Ipswich,IP3,9NA,http://www.just-eat.co.uk/restaurants-bay-of-bengal-ipswich/menu,5
Bay Of Bengal,Curry,9 Liverpool Road North,Liverpool,L31,2HB,http://www.just-eat.co.uk/restaurants-bayofbengal-l31/menu,5
Bay Spice Tandoori Ltd,Curry,173 St.Marychurch Road,Torquay,TQ1,3HP,http://www.just-eat.co.uk/restaurants-bayspicetandoori-tq1/menu,4
Bayleaf,Curry,7 Guildford Road,Dorking,RH4,3NW,http://www.just-eat.co.uk/restaurants-bayleaf-rh4/menu,4
Bayleaf,Curry,11b Fyfield Business Park Fyfield Road,Ongar,CM5,0GN,http://www.just-eat.co.uk/restaurants-bayleaf-cm5/menu,5
Bayleaf,Curry,39 Market Street,Heanor,DE75,7NR,http://www.just-eat.co.uk/restaurants-bayleaf-de75/menu,5
Bayleaf,Curry,61 Bounces Road,Edmonton,N9,8JE,http://www.just-eat.co.uk/restaurants-bayleafn9/menu,5
Bayleaf,Curry,61 Bounces Road,Edmonton,N9,8JE,http://www.just-eat.co.uk/restaurants-bayleafn9/menu,5
Bayleaf,Curry,39 Market Street,Heanor,DE75,7NR,http://www.just-eat.co.uk/restaurants-bayleaf-de75/menu,5
Bayleaf,Curry,559 Bury Road,Rochdale,OL11,4DQ,http://www.just-eat.co.uk/restaurants-bayleaf-ol11/menu,5
Bayleaf,Curry,Unit 3 Siemans View Stoke Gifford,Bristol,BS34,8HR,http://www.just-eat.co.uk/restaurants-bayleaf-bs34/menu,5
Bayleaf,Curry,10 Morris Avenue,Billericay,CM11,2JR,http://www.just-eat.co.uk/restaurants-bayleaf-cm11/menu,5
Bayleaf,Curry,72-74 Station Road,Nottingham,NG4,3DB,http://www.just-eat.co.uk/restaurants-bayleaf-ng4/menu,5
Bayleaf,Curry,10 Morris Avenue,Billericay,CM11,2JR,http://www.just-eat.co.uk/restaurants-bayleaf-cm11/menu,5
Bayleaf Indian Restaurant,Curry,146 Hempstead Road,Gillingham,ME7,3QE,http://www.just-eat.co.uk/restaurants-bayleafindianrestaurant-me7/menu,4
Bayleaf Indian Takeaway,Curry,91 Commercial Street,Risca,NP11,6AZ,http://www.just-eat.co.uk/restaurants-bayleaf-np11/menu,5
Bayleaves,Curry,364 Kingston Road,Ewell,KT19,0DT,http://www.just-eat.co.uk/restaurants-bayleaves-kt19/menu,5
Bayleaves,Curry,364 Kingston Road,Ewell,KT19,0DT,http://www.just-eat.co.uk/restaurants-bayleaves-kt19/menu,5
Bayleaves Indian Restaurant (Ferryhill),Curry,8-9 Parker Terrace,Ferryhill,DL17,8JY,http://www.just-eat.co.uk/restaurants-bayleavesdl17/menu,5
Bayleaves Indian Restaurant (Ferryhill),Curry,8-9 Parker Terrace,Ferryhill,DL17,8JY,http://www.just-eat.co.uk/restaurants-bayleavesdl17/menu,5
Bayleaves Tandoori,Curry,3 Spur Road,Isleworth,TW7,5BD,http://www.just-eat.co.uk/restaurants-bayleaves-tandoori/menu,5
Bayleaves Tandoori,Curry,3 Spur Road,Isleworth,TW7,5BD,http://www.just-eat.co.uk/restaurants-bayleaves-tandoori/menu,5
Baytree Restaurant,Curry,1140 Rochdale Road,Blackley,M9,6FQ,http://www.just-eat.co.uk/restaurants-Baytree-M9/menu,5
BBQ Hut,Curry,7 Bridge Street,Kilbirnie,KA25,7BL,http://www.just-eat.co.uk/restaurants-bbqhut-ka25/menu,5
BBQ Hut,Curry,7 Bridge Street,Kilbirnie,KA25,7BL,http://www.just-eat.co.uk/restaurants-bbqhut-ka25/menu,5
BD Spice,Curry,145A Lunt Road,Bilston,WV14,7BB,http://www.just-eat.co.uk/restaurants-bdspice-wv14/menu,5
BD Spice,Curry,145A Lunt Road,Bilston,WV14,7BB,http://www.just-eat.co.uk/restaurants-bdspice-wv14/menu,5
Beckenham Curry Club,Curry,4 Goodwood Parade Upper Elmers End Road,ElmersEnd,BR3,3QZ,http://www.just-eat.co.uk/restaurants-beckenhamcurryclub/menu,5
Beckenham Curry Club,Curry,4 Goodwood Parade Upper Elmers End Road,ElmersEnd,BR3,3QZ,http://www.just-eat.co.uk/restaurants-beckenhamcurryclub/menu,5
Beckenham Curry Club,Curry,4 Goodwood Parade Upper Elmers End Road,ElmersEnd,BR3,3QZ,http://www.just-eat.co.uk/restaurants-beckenhamcurryclub/menu,5
Becontree Tandoori,Curry,507 Gale Street,Essex,RM9,4TP,http://www.just-eat.co.uk/restaurants-becontreetandoori-rm9/menu,5
Becontree Tandoori,Curry,507 Gale Street,Essex,RM9,4TP,http://www.just-eat.co.uk/restaurants-becontreetandoori-rm9/menu,5
Bedlington Tandoori,Curry,14 The Oval,Bedlington,NE22,5HS,http://www.just-eat.co.uk/restaurants-bedlingtontandoori-ne22/menu,5
Bejoy Tandoori Resturant,Curry,78 Bounds Green Road,NorthLondon,N11,2EU,http://www.just-eat.co.uk/restaurants-bejoytandoori-n11/menu,5
Bekash Tandoori,Curry,10 Merideth Road,Ipswich,IP1,6EB,http://www.just-eat.co.uk/restaurants-bekash-ip1/menu,5
Bekash Tandoori Restaurant & Takeaway,Curry,83 Outram Street,Nottingham,NG17,4BG,http://www.just-eat.co.uk/restaurants-bekash-tandoori-restaurant-and-takeaway/menu,5
Belash Indian Takeaway,Curry,372 Ringwood Road,Ferndown,BH22,9AT,http://www.just-eat.co.uk/restaurants-belashindiantakeaway-bh22/menu,5
Belash Tandoori,Curry,73 Tonbridge Road,Maidstone,ME16,8JN,http://www.just-eat.co.uk/restaurants-belashtandoori-me16/menu,5
Belash Tandoori,Curry,205 High Street,London,SE20,7PF,http://www.just-eat.co.uk/restaurants-belashtandoori-se20/menu,5
Belash Tandoori,Curry,205 High Street,London,SE20,7PF,http://www.just-eat.co.uk/restaurants-belashtandoori-se20/menu,5
Belash Tandoori,Curry,89 The Stow,Essex,CM20,3AP,http://www.just-eat.co.uk/restaurants-belashtandoori-cm20/menu,5
Bell Balti,Curry,The Bell,Huntingdon,PE28,5UY,http://www.just-eat.co.uk/restaurants-Bell-balti-pe28/menu,5
Bell-A-Curry,Curry,41 Bracewell Avenue,Bradford,BD15,7TD,http://www.just-eat.co.uk/restaurants-bellacurry/menu,5
Belmont Tandoori,Curry,16 Cheveley Park,Belmont,DH1,2AA,http://www.just-eat.co.uk/restaurants-belmonttandoori/menu,5
Belmont Tandoori,Curry,10 Station Parade Kenton Lane,Harrow,HA3,8SB,http://www.just-eat.co.uk/restaurants-belmonttandooriha3/menu,5
Belmont Tandoori,Curry,10 Station Parade Kenton Lane,Harrow,HA3,8SB,http://www.just-eat.co.uk/restaurants-belmonttandooriha3/menu,5
Belper Spice,Curry,97 Chesnut Avenue,Belper,DE56,1LW,http://www.just-eat.co.uk/restaurants-belperspice-de56/menu,4
Bengal Balti,Curry,194 Cromwell Road,Manchester,M6,6DE,http://www.just-eat.co.uk/restaurants-bengalbalti-m6/menu,5
Bengal Bar & Restaurant,Curry,41 Lampits Hill,Corringham,SS17,9AA,http://www.just-eat.co.uk/restaurants-bengalbarandrestaurant-ss17/menu,5
Bengal Bertie,Curry,172 Archway Road,Archway,N6,5BB,http://www.just-eat.co.uk/restaurants-bengal-bertie-n6/menu,4
Bengal Bertie,Curry,172 Archway Road,Archway,N6,5BB,http://www.just-eat.co.uk/restaurants-bengal-bertie-n6/menu,4
Bengal Berties,Curry,355 Ballards Road,London,N12,8LJ,http://www.just-eat.co.uk/restaurants-bengal-berties/menu,5
Bengal Berties,Curry,355 Ballards Road,London,N12,8LJ,http://www.just-eat.co.uk/restaurants-bengal-berties/menu,5
Bengal Berties,Curry,355 Ballards Road,London,N12,8LJ,http://www.just-eat.co.uk/restaurants-bengal-berties/menu,5
Bengal Bertie's Palmers Green,Curry,392 Green Lanes,London,N13,5PD,http://www.just-eat.co.uk/restaurants-bengalberties-n13/menu,5
Bengal Bites,Curry,77 New Road,Skewen,SA10,6HE,http://www.just-eat.co.uk/restaurants-BengalBites-SA10/menu,5
Bengal Blue Restuarant and Takeaway,Curry,49 Eastwood Road,Rayleigh,SS6,7JE,http://www.just-eat.co.uk/restaurants-bengalblue-ss6/menu,4
Bengal Blues,Curry,30 The Green,Chelmsford,CM1,3DU,http://www.just-eat.co.uk/restaurants-bengal-blues-cm1/menu,3
Bengal Brasserie,Curry,455 Ormeau Road,Belfast,BT7,3GQ,http://www.just-eat.co.uk/restaurants-bengal-brasserie-ballynafoy/menu,4
Bengal Brasserie,Curry,349 - 351 Kenilworth Road,BassallCommon,CV7,7DL,http://www.just-eat.co.uk/restaurants-bengalbrasseriecv7/menu,4
Bengal Brasserie,Curry,6 Huddersfield Road,Brighouse,HD6,1JZ,http://www.just-eat.co.uk/restaurants-bengalbrasserie-hd6/menu,5
Bengal Brasserie,Curry,79 Springbank Road,London,SE13,6SS,http://www.just-eat.co.uk/restaurants-bengalb/menu,5
